id,year
16632,1881.0
52090,2010.0
16634,1889.0
16635,1992.0
16636,1944.0
16640,1842.0
16643,1960.0
16645,1930.0
16692,1632.0
16696,1826.0
16697,1952.0
16700,1905.0
16701,1910.0
16703,1890.0
16707,1898.0
16709,1882.0
16711,1905.0
16713,1908.0
16715,1858.0
16717,1953.0
16719,1998.0
16720,1849.0
16725,1950.0
16726,1846.0
16727,1923.0
16729,1838.0
16733,1950.0
16736,1913.0
16737,1810.0
16738,1930.0
16740,1808.0
16742,2000.0
16747,1875.0
36592,2006.0
16759,1868.0
16762,1868.0
16766,1902.0
16804,1991.0
16805,1637.0
16820,1944.0
16841,1865.0
16851,1795.0
16874,1924.0
16875,1969.0
16882,1950.0
16885,1964.0
16887,1842.0
16889,1956.0
16890,1922.0
16892,1875.0
16893,1895.0
16898,1911.0
16899,1923.0
16902,1886.0
16903,1917.0
16904,1825.0
16907,1984.0
16908,1928.0
16909,1974.0
16912,1928.0
16914,920.0
16922,1936.0
16923,1973.0
16927,1890.0
16934,1995.0
16935,1870.0
16941,1970.0
16945,1864.0
16950,2002.0
16953,1860.0
16954,1994.0
16960,2003.0
16966,1883.0
16968,1900.0
16970,1750.0
16974,1967.0
16975,1967.0
16976,1935.0
16977,1954.0
16980,1975.0
16981,1983.0
16982,1897.0
16983,1912.0
16984,1823.0
16985,1991.0
16988,860.0
16989,1879.0
16994,1918.0
17922,1948.0
17930,1971.0
17933,1886.0
17934,1662.0
17935,1908.0
17936,1933.0
17938,1978.0
17959,1851.0
17960,1925.0
17969,1939.0
17970,1914.0
17979,1887.0
17988,1927.0
17989,1855.0
17990,1900.0
17994,1741.0
17995,1857.0
17996,1963.0
17997,1926.0
17998,1958.0
18000,1904.0
18002,1834.0
18009,1930.0
18012,1519.0
18013,1924.0
18015,1929.0
18019,1981.0
18026,1864.0
34489,2004.0
18030,1868.0
18033,1671.0
18034,1872.0
18042,1928.0
18045,1867.0
18046,1896.0
56729,2003.0
18050,1986.0
31282,2003.0
18052,1998.0
18055,1900.0
18058,1856.0
18062,1775.0
18068,1881.0
18069,1929.0
18072,1910.0
18073,1910.0
18074,1988.0
18077,1914.0
18079,1926.0
18082,1949.0
32591,2002.0
18093,1859.0
18098,1938.0
18101,1930.0
18102,1967.0
18103,1956.0
18106,2003.0
18108,1857.0
18109,1942.0
18110,1933.0
18112,1969.0
18116,1950.0
18118,1922.0
18171,1935.0
18173,1966.0
18175,1938.0
18176,1826.0
18177,1882.0
18179,1989.0
18180,1963.0
18181,1953.0
18782,1992.0
18786,1946.0
18792,1899.0
18793,1935.0
18797,1830.0
18798,1933.0
18799,1933.0
18800,1995.0
18801,1855.0
18804,1779.0
18808,1901.0
18809,1887.0
18811,1933.0
18812,1941.0
18813,1968.0
18816,1843.0
18822,1863.0
18831,1996.0
18832,1881.0
18834,1882.0
18835,1884.0
18837,1921.0
18846,1930.0
51706,2008.0
18849,1723.0
18851,1868.0
32592,2002.0
18853,1819.0
18858,1866.0
18860,1942.0
18865,1931.0
18874,1998.0
18876,1796.0
18879,1933.0
18883,1932.0
18887,1959.0
18888,1893.0
45984,2007.0
18899,1863.0
18901,1868.0
18902,1811.0
18905,1937.0
18907,1982.0
18908,1976.0
22357,1925.0
22358,1857.0
22360,1898.0
22361,1990.0
22363,1851.0
22368,1957.0
22371,1986.0
31302,1983.0
22376,1878.0
22384,1940.0
22385,1916.0
22386,1958.0
22387,1917.0
22390,1899.0
22392,1937.0
22394,1919.0
22395,1961.0
22396,1740.0
22398,1880.0
53502,2007.0
22584,1947.0
22585,1919.0
22586,1824.0
22587,1925.0
22589,1916.0
22590,1933.0
22592,1965.0
22593,1929.0
22597,1903.0
24140,1948.0
22599,1918.0
22602,1980.0
22603,1828.0
22611,1934.0
22614,1490.0
22637,1876.0
22640,1895.0
22641,1871.0
22642,1775.0
22766,1921.0
22773,1876.0
22780,1976.0
22782,1934.0
22783,1949.0
22791,1914.0
22792,1855.0
22793,1999.0
22796,1636.0
23101,1914.0
23102,1966.0
23103,1913.0
23107,1981.0
23111,1798.0
23114,1985.0
23115,1921.0
23128,1973.0
31315,2002.0
23130,1956.0
34063,1968.0
23161,1873.0
23164,1939.0
23165,1924.0
50909,2008.0
23171,1962.0
23176,1918.0
23187,1688.0
23188,1868.0
23190,1894.0
23192,1986.0
23455,1934.0
23457,1715.0
23458,1968.0
23460,1846.0
23472,1871.0
23473,1917.0
23476,1853.0
23481,1939.0
23483,1947.0
23487,1940.0
23495,1773.0
23496,1993.0
23500,1966.0
23501,1818.0
23502,1923.0
23504,1908.0
23508,1862.0
23509,1874.0
23512,1989.0
23521,1850.0
23525,1921.0
23529,1904.0
23530,1865.0
23531,1976.0
23534,1921.0
23582,1971.0
23583,1912.0
23584,1863.0
23586,1794.0
23593,1947.0
23594,1995.0
55584,1917.0
23603,1920.0
23606,1916.0
23611,1901.0
23613,1956.0
23614,1933.0
23616,1875.0
23617,1989.0
23619,1989.0
23621,1848.0
23626,1868.0
23645,1818.0
23660,1960.0
23661,1877.0
23663,1860.0
53829,2011.0
23667,1866.0
23668,1993.0
23670,1927.0
23671,1945.0
23081,1883.0
23082,1841.0
23083,1855.0
23087,1890.0
23089,1950.0
23090,1903.0
23091,1919.0
23092,1866.0
23093,1910.0
23097,1959.0
23712,1876.0
23713,1808.0
23717,1857.0
23099,1962.0
23724,1990.0
23726,1647.0
23728,1974.0
23729,1917.0
23732,1623.0
23733,1994.0
23736,1924.0
23737,1969.0
23738,1986.0
48951,2008.0
23741,1916.0
23745,1935.0
23760,1865.0
55529,2012.0
23773,1954.0
23776,1753.0
23778,1867.0
23782,2000.0
23784,1991.0
23789,1880.0
23791,1995.0
23795,1975.0
48691,2008.0
23801,1918.0
23873,1965.0
23884,1931.0
23885,1967.0
23887,1929.0
23888,1937.0
23897,1879.0
23898,1872.0
23908,1950.0
54493,2011.0
23976,2002.0
23984,1986.0
23989,1878.0
23998,1927.0
23999,1970.0
24004,1807.0
24009,1934.0
54823,2011.0
24011,1869.0
24012,1922.0
24019,1905.0
24020,1879.0
24023,1916.0
24024,1984.0
24026,1911.0
24029,1988.0
24032,1944.0
24036,1812.0
24037,1824.0
24038,1863.0
24042,1988.0
24046,1856.0
24050,1916.0
24053,1950.0
24054,1917.0
24057,1927.0
24059,1996.0
24060,1921.0
24062,1967.0
24071,1944.0
47343,1996.0
24086,1975.0
24094,1884.0
24095,1903.0
24096,1903.0
24097,1970.0
24098,1989.0
24099,1976.0
24101,1927.0
24103,1840.0
24104,1866.0
24106,1957.0
24108,1926.0
24112,1822.0
24118,1966.0
24121,1986.0
24123,1924.0
24129,1926.0
24132,1963.0
24135,1843.0
24136,1928.0
24143,1668.0
24144,1944.0
24145,1903.0
24146,1495.0
24149,1972.0
53633,2010.0
24154,1876.0
24158,1950.0
24162,1880.0
24165,1843.0
24168,1865.0
24169,1949.0
24174,1910.0
24179,2004.0
24181,1925.0
24183,1967.0
24185,1873.0
24187,1906.0
24188,1997.0
24189,1915.0
24191,1831.0
24210,1946.0
24215,1877.0
24218,1939.0
47344,2006.0
24244,1831.0
24249,1807.0
24250,1971.0
24251,1982.0
49514,2009.0
24281,1967.0
24321,1918.0
24322,1932.0
24323,1880.0
24324,1964.0
24325,1795.0
24334,1960.0
24337,1997.0
24340,1986.0
24342,1931.0
24345,1980.0
24346,1977.0
24351,2000.0
30345,1951.0
30348,1954.0
30350,1990.0
30352,1959.0
30358,1852.0
30366,1837.0
30370,1869.0
30372,1928.0
30377,1931.0
30378,1936.0
30379,1818.0
30380,1893.0
30384,1998.0
30386,1962.0
30388,1963.0
30389,1898.0
30391,1984.0
30395,1952.0
30396,1897.0
30397,1824.0
30399,1933.0
30404,1984.0
30407,1938.0
30408,1976.0
30411,1858.0
30412,1899.0
30413,1875.0
30415,1955.0
4,1982.0
51399,2008.0
5,1951.0
7,1941.0
8,1840.0
9,1997.0
11,1989.0
12,1989.0
13,1989.0
14,1989.0
15,1989.0
16,1989.0
17,1989.0
18,1989.0
19,1989.0
20,1989.0
21,1989.0
22,1989.0
23,1989.0
24,1989.0
25,1989.0
26,1989.0
27,1989.0
28,1989.0
29,1989.0
30,1989.0
31,1989.0
32,1989.0
33,1989.0
34,1989.0
35,1989.0
36,1989.0
37,1989.0
38,1989.0
39,1989.0
40,1989.0
41,1989.0
42,1989.0
43,1989.0
44,1989.0
45,1989.0
46,1989.0
47,1989.0
48,1989.0
49,1989.0
50,1989.0
51,1989.0
52,1989.0
53,1989.0
54,1989.0
56,1989.0
57,1989.0
58,1989.0
59,1989.0
60,1989.0
61,1989.0
62,1989.0
63,1989.0
64,1989.0
65,1989.0
66,1989.0
67,1989.0
68,1989.0
69,1989.0
70,1989.0
71,1989.0
72,1989.0
73,1989.0
74,1989.0
75,1990.0
76,1990.0
77,1990.0
78,1990.0
79,1990.0
80,1990.0
81,1990.0
82,1990.0
83,1990.0
84,1990.0
85,1990.0
86,1990.0
87,1990.0
88,1990.0
89,1990.0
90,1990.0
91,1990.0
92,1990.0
93,1990.0
94,1990.0
95,1990.0
96,1990.0
97,1990.0
98,1990.0
99,1990.0
100,1990.0
101,1990.0
102,1990.0
103,1990.0
104,1990.0
105,1990.0
106,1990.0
107,1990.0
108,1990.0
109,1990.0
110,1990.0
111,1990.0
112,1990.0
113,1990.0
114,1990.0
115,1990.0
116,1990.0
117,1990.0
118,1990.0
119,1990.0
120,1990.0
121,1990.0
122,1990.0
123,1990.0
124,1990.0
125,1990.0
126,1990.0
127,1990.0
32593,2002.0
128,1990.0
129,1990.0
130,1990.0
131,1990.0
132,1990.0
133,1990.0
134,1990.0
135,1990.0
136,1990.0
137,1990.0
138,1990.0
139,1990.0
140,1990.0
141,1990.0
142,1990.0
143,1990.0
144,1990.0
145,1990.0
146,1990.0
147,1990.0
148,1990.0
149,1990.0
150,1990.0
151,1990.0
152,1990.0
153,1990.0
154,1990.0
155,1990.0
156,1990.0
157,1990.0
158,1990.0
159,1990.0
160,1990.0
161,1990.0
162,1990.0
163,1990.0
164,1990.0
165,1990.0
166,1990.0
167,1990.0
168,1990.0
169,1990.0
170,1990.0
171,1990.0
172,1990.0
173,1990.0
174,1990.0
175,1990.0
176,1990.0
32594,2002.0
177,1990.0
178,1990.0
179,1990.0
180,1990.0
181,1990.0
182,1990.0
183,1990.0
184,1990.0
185,1990.0
186,1990.0
187,1990.0
188,1990.0
189,1990.0
190,1990.0
191,1990.0
192,1990.0
193,1990.0
194,1990.0
195,1990.0
196,1990.0
197,1990.0
198,1990.0
199,1990.0
200,1990.0
201,1990.0
202,1991.0
203,1991.0
204,1991.0
205,1991.0
206,1991.0
207,1991.0
208,1991.0
209,1991.0
210,1991.0
211,1991.0
212,1991.0
213,1991.0
214,1991.0
215,1991.0
216,1991.0
217,1991.0
218,1991.0
219,1991.0
220,1991.0
221,1991.0
222,1991.0
223,1991.0
224,1991.0
225,1991.0
32595,2002.0
226,1991.0
227,1991.0
228,1991.0
229,1991.0
230,1991.0
231,1991.0
232,1991.0
233,1991.0
234,1991.0
235,1991.0
236,1991.0
237,1991.0
238,1991.0
239,1991.0
240,1991.0
241,1991.0
242,1991.0
243,1991.0
244,1991.0
245,1991.0
246,1991.0
247,1991.0
248,1991.0
249,1991.0
250,1991.0
252,1991.0
253,1991.0
254,1991.0
255,1991.0
256,1991.0
257,1991.0
258,1991.0
259,1991.0
260,1991.0
261,1991.0
262,1991.0
263,1991.0
264,1991.0
265,1991.0
266,1991.0
267,1991.0
268,1991.0
269,1991.0
270,1991.0
271,1991.0
272,1991.0
273,1991.0
274,1991.0
275,1991.0
276,1991.0
277,1991.0
278,1991.0
279,1991.0
280,1991.0
281,1991.0
282,1991.0
283,1991.0
284,1991.0
285,1991.0
286,1991.0
287,1991.0
288,1991.0
289,1991.0
290,1991.0
291,1991.0
292,1991.0
293,1991.0
294,1991.0
295,1992.0
296,1992.0
297,1992.0
298,1992.0
299,1992.0
300,1992.0
301,1992.0
302,1992.0
303,1992.0
304,1992.0
305,1992.0
306,1992.0
307,1992.0
308,1992.0
309,1992.0
310,1992.0
311,1992.0
312,1992.0
313,1992.0
314,1992.0
315,1992.0
316,1992.0
317,1992.0
318,1992.0
319,1992.0
320,1992.0
321,1992.0
322,1992.0
323,1992.0
324,1992.0
32596,2002.0
325,1992.0
326,1992.0
327,1992.0
328,1992.0
329,2001.0
330,2001.0
331,2001.0
30428,2001.0
332,1989.0
333,1989.0
334,2001.0
335,2001.0
336,2001.0
337,2001.0
338,2001.0
339,2001.0
340,2001.0
341,2002.0
342,2002.0
343,2002.0
344,2002.0
345,2002.0
346,2002.0
347,2002.0
32781,2002.0
348,2002.0
349,2002.0
350,2002.0
351,2002.0
352,2002.0
353,2001.0
354,2001.0
355,2001.0
356,2001.0
357,2001.0
358,2001.0
359,2001.0
360,2001.0
361,2002.0
362,2002.0
363,2001.0
364,2002.0
365,2002.0
30430,2002.0
366,2002.0
367,2002.0
368,2002.0
30431,2002.0
30432,2002.0
32782,2002.0
30433,2002.0
30434,2002.0
30435,2002.0
32783,2002.0
34017,2002.0
30436,2002.0
30437,2002.0
32784,2002.0
30438,2002.0
30439,2002.0
30440,2002.0
35480,2003.0
35338,2004.0
35481,2002.0
35482,2002.0
35483,2002.0
44851,2004.0
44852,2004.0
44853,2004.0
44854,2004.0
44855,2004.0
53622,2004.0
54591,1997.0
54592,1997.0
53886,2001.0
53887,2001.0
53888,2001.0
53889,2001.0
55262,2001.0
55263,2001.0
55264,2001.0
56305,2002.0
369,1924.0
55379,1995.0
371,1947.0
372,1962.0
373,1981.0
374,1883.0
44856,2005.0
375,1928.0
376,1961.0
377,1972.0
378,1912.0
380,1881.0
381,1990.0
382,1990.0
383,1990.0
384,2001.0
44703,2003.0
385,1997.0
386,2002.0
387,2002.0
388,1936.0
389,1952.0
393,1942.0
57354,2000.0
395,2000.0
397,1938.0
399,1971.0
400,1990.0
401,1990.0
402,1990.0
403,1990.0
404,1991.0
405,1992.0
406,1992.0
407,1992.0
408,1992.0
409,1993.0
410,1993.0
411,1993.0
412,1993.0
413,1993.0
414,1993.0
415,1993.0
416,2001.0
419,1909.0
421,1936.0
422,1907.0
428,1968.0
429,1988.0
430,1940.0
431,1961.0
35484,2005.0
44857,2006.0
434,2000.0
435,2000.0
436,2002.0
437,2002.0
438,2002.0
439,2002.0
440,2002.0
441,2002.0
442,2002.0
443,2002.0
444,2002.0
445,2003.0
35485,2002.0
35486,2003.0
45822,2001.0
45823,2001.0
45824,2001.0
45825,2001.0
45826,2001.0
45827,2001.0
45828,2001.0
45829,2001.0
45830,2001.0
45831,2001.0
45832,2006.0
48536,2002.0
48537,2007.0
48538,2007.0
51921,2009.0
51922,2009.0
51923,2009.0
51937,2009.0
55403,2009.0
55404,2009.0
55405,2010.0
55406,2010.0
55636,2010.0
55407,2010.0
55408,2010.0
55409,2010.0
55410,2010.0
55637,2010.0
55411,2010.0
55412,2010.0
56408,2010.0
55413,2010.0
56409,2010.0
55414,2010.0
55415,2010.0
49713,2007.0
49714,2007.0
449,1938.0
450,1937.0
452,1959.0
455,1915.0
456,1949.0
457,1966.0
459,1985.0
460,1996.0
464,1875.0
467,1959.0
468,1960.0
469,1960.0
470,1887.0
471,1931.0
472,1977.0
473,1955.0
474,1998.0
55662,2011.0
475,1973.0
35731,2003.0
35732,2003.0
44858,2006.0
44859,2006.0
44860,2006.0
44861,2006.0
44862,2006.0
44863,2006.0
44864,2006.0
44865,2006.0
44866,2006.0
44867,2006.0
44868,2006.0
44869,2006.0
55346,2009.0
55347,2009.0
55348,2009.0
52119,2009.0
55797,2009.0
55798,2009.0
55799,2009.0
55800,2009.0
55801,2009.0
55802,2009.0
55794,2009.0
55795,2009.0
55796,2009.0
56771,2010.0
56772,2010.0
56773,2010.0
476,1982.0
477,1982.0
478,1982.0
479,1982.0
480,1982.0
481,1982.0
482,1982.0
483,1982.0
484,1982.0
485,1982.0
486,1982.0
487,1982.0
488,1982.0
489,1982.0
490,1982.0
491,1982.0
492,1982.0
493,1982.0
494,1982.0
495,1982.0
496,1982.0
497,1982.0
498,1982.0
499,1982.0
500,1982.0
501,1982.0
502,1982.0
503,1982.0
504,1982.0
505,1982.0
506,1982.0
507,1982.0
508,1982.0
509,1982.0
510,1982.0
511,1982.0
512,1982.0
513,1982.0
514,1982.0
515,1982.0
516,1982.0
517,1982.0
518,1982.0
519,1982.0
520,1982.0
521,1983.0
522,1983.0
523,1983.0
524,1983.0
525,1983.0
526,1983.0
527,1983.0
528,1983.0
529,1983.0
530,1983.0
531,1983.0
532,1983.0
533,1983.0
534,1983.0
535,1983.0
536,1983.0
537,1983.0
538,1983.0
539,1983.0
540,1983.0
541,1983.0
542,1983.0
543,1983.0
544,1983.0
545,1983.0
546,1983.0
547,1983.0
548,1983.0
549,1983.0
550,1983.0
551,1983.0
552,1983.0
553,1983.0
554,1983.0
555,1983.0
556,1983.0
557,1983.0
558,1983.0
559,1983.0
560,1983.0
561,1983.0
562,1983.0
563,1983.0
564,1983.0
565,1983.0
566,1983.0
567,1983.0
568,1983.0
569,1983.0
570,1983.0
571,1983.0
572,1983.0
573,1983.0
574,1983.0
575,1983.0
576,1983.0
577,1983.0
578,1983.0
579,1983.0
580,1983.0
581,1983.0
582,1983.0
583,1983.0
584,1983.0
585,1983.0
586,1983.0
587,1983.0
588,1983.0
589,1983.0
590,1983.0
591,1983.0
592,1983.0
593,1983.0
594,1983.0
595,1983.0
596,1983.0
597,1983.0
598,1983.0
599,1983.0
600,1983.0
601,1983.0
602,1983.0
603,1983.0
604,1984.0
605,1984.0
606,1984.0
607,1984.0
608,1984.0
609,1984.0
610,1984.0
47701,1996.0
611,1984.0
612,1984.0
613,1984.0
614,1984.0
615,1984.0
616,1984.0
617,1984.0
618,1984.0
619,1984.0
620,1984.0
621,1984.0
622,1984.0
623,1984.0
624,1984.0
625,1984.0
626,1984.0
627,1984.0
628,1984.0
629,1984.0
630,1984.0
631,1984.0
632,1984.0
633,1984.0
