id,mass,GeoLocation
13965,47.5,"(-84.24297, 161.52348)"
13966,34.3,"(-84.24708, 161.3911)"
13967,76.5,"(-84.25054, 161.38681)"
13968,29.8,"(-84.24982, 161.3773)"
13969,13.1,"(-84.24982, 161.42381)"
13970,13.5,"(-84.24263, 161.46527)"
13971,37.0,"(-84.25101, 161.40598)"
13972,38.7,"(-84.2512, 161.37598)"
13973,5.2,"(-84.28629, 161.3477)"
13974,20.4,"(-84.2848, 161.33438)"
13975,5.4,"(-84.23511, 161.46197)"
13976,6.7,"(-84.2825, 161.35595)"
13977,4.3,"(-84.23406, 161.43604)"
13978,21.0,"(-84.23236, 161.42737)"
13979,9.8,"(-84.2322, 161.44726)"
13980,7.9,"(-84.23496, 161.46342)"
13981,3.9,"(-84.2393, 161.47124)"
13982,3.4,"(-84.235, 161.46128)"
13983,8.8,"(-84.23553, 161.44093)"
13984,2.5,"(-84.23589, 161.49176)"
13985,6.0,"(-84.23762, 161.42981)"
13986,12.8,"(-84.23615, 161.49567)"
13987,7.3,"(-84.2348, 161.45085)"
13988,9.1,"(-84.23797, 161.42603)"
13989,5.2,"(-84.23456, 161.4599)"
13990,4.3,"(-84.24263, 161.4795)"
13991,5.3,"(-84.23746, 161.49297)"
13992,9.8,"(-84.2332, 161.44568)"
13993,5.1,"(-84.23683, 161.46512)"
13994,12.7,"(-84.28206, 161.34472)"
13995,3.9,"(-84.2344, 161.46298)"
13996,6.3,"(-84.2335, 161.44783)"
13997,11.1,"(-84.23484, 161.46594)"
13998,10.5,"(-84.23564, 161.42242)"
13999,13.5,"(-84.23477, 161.43281)"
14000,4.2,"(-84.24101, 161.45556)"
14001,5.5,"(-84.23863, 161.42761)"
14002,3.8,"(-84.24231, 161.45914)"
14003,1.8,"(-84.23735, 161.47098)"
14004,20.4,"(-84.28408, 161.34963)"
14005,13.5,"(-84.23535, 161.46533)"
14006,3.8,"(-84.24221, 161.45957)"
14007,4.6,"(-84.23735, 161.50437)"
14008,9.4,"(-84.2394, 161.50343)"
14009,21.9,"(-84.28332, 161.33978)"
14010,22.1,"(-84.2838, 161.34972)"
14011,6.4,"(-84.24183, 161.45447)"
14012,17.6,"(-84.28456, 161.33846)"
14013,13.6,"(-84.27604, 161.34038)"
14014,8.8,"(-84.2838, 161.34398)"
14015,16.5,"(-84.23897, 161.42395)"
14016,3.8,"(-84.23203, 161.44299)"
14017,16.8,"(-84.23809, 161.42085)"
14018,12.4,"(-84.23486, 161.45207)"
14019,2.7,"(-84.23801, 161.50106)"
14020,7.6,"(-84.24248, 161.48698)"
14021,9.3,"(-84.27904, 161.42701)"
14022,11.9,"(-84.28606, 161.33797)"
14023,3.1,"(-84.23772, 161.48392)"
14024,4.1,"(-84.23666, 161.44729)"
14025,6.0,"(-84.23873, 161.48049)"
14026,11.7,"(-84.23543, 161.46274)"
14027,8.9,"(-84.23183, 161.45801)"
14028,5.2,"(-84.23654, 161.44034)"
14029,3.1,"(-84.28415, 161.34579)"
14030,11.6,"(-84.23249, 161.43758)"
14031,6.0,"(-84.28238, 161.359)"
14032,9.7,"(-84.23664, 161.47099)"
14033,3.3,"(-84.23753, 161.46805)"
14034,8.1,"(-84.23641, 161.45106)"
14035,2.4,"(-84.24203, 161.45386)"
14036,3.9,"(-84.23674, 161.47003)"
14037,3.9,"(-84.24289, 161.48879)"
14038,10.0,"(-84.23156, 161.43132)"
14039,3.0,"(-84.24055, 161.46391)"
14960,4.3,
14040,16.0,"(-84.23687, 161.48269)"
14041,19.8,"(-84.2363, 161.42151)"
14042,24.2,"(-84.23827, 161.42347)"
14043,4.5,"(-84.23506, 161.46034)"
14044,19.9,"(-84.23586, 161.41952)"
14045,11.6,"(-84.24091, 161.45851)"
14046,1.3,"(-84.24262, 161.48344)"
14047,3.8,"(-84.28652, 161.34567)"
14048,20.0,"(-84.23947, 161.47461)"
14049,1.4,"(-84.27834, 161.42372)"
14050,27.0,"(-84.23804, 161.41633)"
14051,86.1,"(-84.26908, 161.36101)"
14052,29.8,"(-84.26973, 161.40801)"
14053,57.5,"(-84.27537, 161.33935)"
14054,28.2,"(-84.27016, 161.40541)"
14055,30.2,"(-84.27023, 161.36818)"
14056,18.7,"(-84.2881, 161.34246)"
14057,52.0,"(-84.28848, 161.376)"
14058,43.6,"(-84.28888, 161.33265)"
14059,20.0,"(-84.26947, 161.40292)"
14060,30.9,"(-84.27022, 161.34874)"
14061,32.9,"(-84.25146, 161.37793)"
14062,23.8,"(-84.26438, 161.39286)"
14063,32.1,"(-84.27519, 161.40313)"
14064,32.0,"(-84.2771, 161.4052)"
14065,20.0,"(-84.27256, 161.40443)"
14066,25.1,"(-84.29519, 161.3213)"
14067,38.2,"(-84.27618, 161.40151)"
14068,34.1,"(-84.28193, 161.33924)"
14069,23.2,"(-84.26618, 161.41493)"
14070,30.3,"(-84.2895, 161.32891)"
14071,105.2,"(-84.26684, 161.3574)"
14072,70.3,"(-84.23722, 161.4601)"
14073,32.8,"(-84.23946, 161.41144)"
14074,53.0,"(-84.28266, 161.34164)"
14075,48.2,"(-84.23609, 161.47294)"
14076,41.6,"(-84.24124, 161.49011)"
14077,47.0,"(-84.23478, 161.44981)"
14078,48.5,"(-84.24103, 161.49164)"
14079,43.1,"(-84.28267, 161.36279)"
14080,34.1,"(-84.23886, 161.50595)"
14081,30.0,"(-84.23618, 161.45516)"
14082,29.5,"(-84.27284, 161.40335)"
14083,23.9,"(-84.27299, 161.4049)"
14084,40.5,"(-84.28529, 161.32588)"
14085,40.4,"(-84.23663, 161.44815)"
14086,19.0,"(-84.29089, 161.33099)"
14087,29.8,"(-84.23856, 161.42519)"
14088,25.6,"(-84.27217, 161.40222)"
14089,9.1,"(-84.28333, 161.08333)"
14090,26.7,"(-84.25146, 161.38461)"
14091,24.5,"(-84.23524, 161.44633)"
14092,22.7,"(-84.26981, 161.40412)"
14093,19.7,"(-84.27378, 161.40689)"
14094,28.1,"(-84.26994, 161.40738)"
14095,26.6,"(-84.26814, 161.34362)"
14096,19.1,"(-84.28941, 161.33649)"
14097,18.2,"(-84.26909, 161.3713)"
14098,17.7,"(-84.27105, 161.4078)"
14099,16.3,"(-84.27479, 161.40248)"
14100,13.1,"(-84.25199, 161.41068)"
14101,21.3,"(-84.26916, 161.38569)"
14102,11.0,"(-84.25549, 161.38819)"
14103,13.2,"(-84.25381, 161.39349)"
14104,8.7,"(-84.251, 161.40528)"
14105,18.3,"(-84.27045, 161.40509)"
14106,9.2,"(-84.25133, 161.38723)"
14107,13.5,"(-84.27422, 161.39633)"
14108,14.5,"(-84.24585, 161.40079)"
14109,17.9,"(-84.25283, 161.4517)"
14110,18.3,"(-84.25147, 161.38936)"
14111,14.6,"(-84.25434, 161.39192)"
14112,16.7,"(-84.25082, 161.40652)"
14113,11.2,"(-84.25176, 161.38344)"
14114,4.4,"(-84.25582, 161.40523)"
14115,3.6,"(-84.25306, 161.42748)"
14116,14.0,"(-84.25138, 161.38948)"
14117,22.3,"(-84.25157, 161.37715)"
14118,33.2,"(-84.25316, 161.45499)"
14119,4.0,"(-84.23976, 161.45238)"
14120,6.6,"(-84.2393, 161.45625)"
14121,8.7,"(-84.24146, 161.4745)"
14122,4.2,"(-84.24226, 161.43806)"
14123,13.2,"(-84.23847, 161.43369)"
14124,12.9,"(-84.24076, 161.43594)"
14125,7.9,"(-84.23754, 161.46154)"
14126,3.9,"(-84.24203, 161.44334)"
14127,9.6,"(-84.23775, 161.45147)"
14128,11.4,"(-84.2384, 161.43169)"
14961,3.02,
14129,1.7,"(-84.24343, 161.43664)"
14130,4.1,"(-84.23838, 161.456)"
14131,10.7,"(-84.23886, 161.44105)"
14132,10.7,"(-84.23963, 161.4443)"
14133,3.1,"(-84.24278, 161.42591)"
14134,7.3,"(-84.24353, 161.44253)"
14135,15.8,"(-84.24025, 161.43394)"
14136,3.8,"(-84.24348, 161.44685)"
14137,8.2,"(-84.23757, 161.44826)"
14138,15.7,"(-84.23971, 161.43717)"
14139,8.1,"(-84.23689, 161.43716)"
14140,12.2,"(-84.24173, 161.43651)"
14141,3.0,"(-84.23723, 161.43878)"
14142,16.8,"(-84.23686, 161.43795)"
14143,6.1,"(-84.23824, 161.46329)"
14144,4.0,"(-84.24242, 161.46873)"
14145,7.5,"(-84.24071, 161.44273)"
14146,7.0,"(-84.23827, 161.44772)"
14147,3.9,"(-84.23986, 161.43715)"
14148,3.6,"(-84.24302, 161.43479)"
14149,3.6,"(-84.23906, 161.43889)"
14150,1.3,"(-84.23548, 161.61552)"
14151,3.8,"(-84.23903, 161.46376)"
14152,4.4,"(-84.23785, 161.44366)"
14153,5.6,"(-84.24232, 161.43172)"
14154,3.2,"(-84.24124, 161.44208)"
14155,24.2,"(-84.23782, 161.46436)"
14156,6.2,"(-84.24357, 161.44753)"
14157,11.3,"(-84.23832, 161.43635)"
14158,5.8,"(-84.24595, 161.46706)"
14159,7.3,"(-84.24206, 161.44084)"
14160,7.4,"(-84.23729, 161.45043)"
14161,11.1,"(-84.23734, 161.44746)"
14162,6.8,"(-84.2424, 161.43913)"
14163,21.7,"(-84.23857, 161.44248)"
14164,2.0,"(-84.23809, 161.44635)"
14165,5.8,"(-84.24349, 161.44035)"
14166,11.9,"(-84.23937, 161.44369)"
14167,5.5,"(-84.24255, 161.4343)"
14168,3.6,"(-84.23754, 161.44435)"
14169,8.1,"(-84.24138, 161.44118)"
14170,8.8,"(-84.23725, 161.44913)"
14171,4.6,"(-84.2439, 161.43669)"
14172,11.4,"(-84.24292, 161.44112)"
14173,6.5,"(-84.24819, 161.38562)"
14174,13.9,"(-84.28742, 161.32654)"
14175,12.7,"(-84.25077, 161.37561)"
14176,4.8,"(-84.25064, 161.42843)"
14177,1.3,"(-84.2497, 161.38334)"
14178,14.7,"(-84.23964, 161.47393)"
14179,3.8,"(-84.23605, 161.4952)"
14180,6.6,"(-84.24917, 161.38357)"
14181,8.3,"(-84.24641, 161.43001)"
14182,4.2,"(-84.24277, 161.48895)"
14183,13.5,"(-84.28158, 161.34122)"
14184,6.7,"(-84.24991, 161.38311)"
14185,19.0,"(-84.24694, 161.39456)"
14186,11.9,"(-84.25091, 161.38536)"
14187,6.5,"(-84.24801, 161.39405)"
14188,10.7,"(-84.24854, 161.42989)"
14189,12.9,"(-84.24913, 161.41599)"
14190,9.9,"(-84.24824, 161.39389)"
14191,10.1,"(-84.25009, 161.42383)"
14192,6.5,"(-84.25072, 161.38765)"
14193,1.7,"(-84.2509, 161.43148)"
14194,25.2,"(-84.23719, 161.45159)"
14195,7.6,"(-84.25089, 161.38403)"
14196,13.4,"(-84.24884, 161.42585)"
14197,10.3,"(-84.24695, 161.41842)"
14198,4.6,"(-84.24828, 161.43777)"
14199,4.3,"(-84.24652, 161.44252)"
14200,6.9,"(-84.24779, 161.44123)"
14201,4.6,"(-84.24806, 161.41293)"
14202,3.3,"(-84.24676, 161.46262)"
14203,5.2,"(-84.25083, 161.37802)"
14204,7.7,"(-84.24855, 161.4377)"
14205,11.2,"(-84.24909, 161.38358)"
14206,8.1,"(-84.25012, 161.38838)"
14207,15.3,"(-84.2492, 161.38101)"
14208,8.4,"(-84.24915, 161.40461)"
14209,4.7,"(-84.24135, 161.46529)"
14210,5.4,"(-84.24829, 161.39342)"
14211,6.6,"(-84.29766, 161.28768)"
14212,12.8,"(-84.24813, 161.42359)"
14213,3.3,"(-84.2484, 161.45831)"
14214,3.2,"(-84.23541, 161.48537)"
14215,5.1,"(-84.24785, 161.39529)"
14216,3.3,"(-84.24832, 161.45039)"
14217,3.3,"(-84.28333, 161.08333)"
14218,4.6,"(-84.24709, 161.44378)"
14219,9.7,"(-84.24749, 161.46423)"
14220,8.9,"(-84.24908, 161.38143)"
14221,12.3,"(-84.24937, 161.40723)"
14222,14.5,"(-84.25033, 161.38099)"
14223,4.2,"(-84.24764, 161.38951)"
14224,4.6,"(-84.2482, 161.38706)"
14225,7.2,"(-84.24904, 161.37914)"
14226,4.9,"(-84.24762, 161.42705)"
14227,3.8,"(-84.24831, 161.42964)"
14228,8.4,"(-84.24814, 161.40106)"
14229,7.2,"(-84.24695, 161.44572)"
14230,11.1,"(-84.24922, 161.37585)"
14231,11.0,"(-84.24721, 161.43094)"
14232,5.0,"(-84.24794, 161.40963)"
14233,4.5,"(-84.24828, 161.46054)"
14234,19.4,"(-84.24795, 161.38673)"
14235,5.8,"(-84.25027, 161.38805)"
14236,13.1,"(-84.24769, 161.39357)"
14237,3.3,"(-84.24774, 161.436)"
14238,4.0,"(-84.24823, 161.42196)"
14239,12.2,"(-84.25064, 161.38747)"
14240,3.0,"(-84.25107, 161.43009)"
14241,9.7,"(-84.25055, 161.3855)"
14242,6.5,"(-84.24944, 161.38802)"
14243,3.3,"(-84.25171, 161.42745)"
14244,16.0,"(-84.24811, 161.39274)"
14245,3.3,"(-84.24834, 161.3951)"
14246,3.2,"(-84.24618, 161.42644)"
14247,7.4,"(-84.2508, 161.38827)"
14248,13.5,"(-84.2476, 161.39109)"
14249,10.6,"(-84.24774, 161.4039)"
14250,26.2,"(-84.28876, 161.33559)"
14251,23.1,"(-84.2906, 161.3303)"
14252,14.5,"(-84.24683, 161.39533)"
14253,5.4,"(-84.24613, 161.41065)"
14254,3.2,"(-84.24926, 161.44112)"
14255,9.8,"(-84.2504, 161.40409)"
14256,9.2,"(-84.24974, 161.4041)"
14257,6.7,"(-84.24683, 161.39532)"
14258,7.6,"(-84.24937, 161.39739)"
14259,13.2,"(-84.24341, 161.50155)"
14260,7.5,"(-84.2491, 161.43296)"
14261,3.1,"(-84.25055, 161.44703)"
14262,3.6,"(-84.25041, 161.4328)"
14962,2.16,
14263,3.1,"(-84.25051, 161.40302)"
14264,25.3,"(-84.25066, 161.40771)"
14265,7.2,"(-84.24659, 161.41231)"
14266,8.7,"(-84.24977, 161.39898)"
14267,7.1,"(-84.23679, 161.44687)"
14268,8.0,"(-84.24747, 161.3751)"
14269,6.9,"(-84.24963, 161.42926)"
14270,14.4,"(-84.25134, 161.42621)"
14271,6.9,"(-84.25055, 161.40314)"
14272,17.1,"(-84.25099, 161.45854)"
14273,10.7,"(-84.24659, 161.41187)"
14274,2.0,"(-84.24917, 161.45634)"
14275,3.6,"(-84.25032, 161.44414)"
14276,9.2,"(-84.26383, 161.35011)"
14277,2.6,"(-84.25112, 161.4443)"
14278,2.9,"(-84.25227, 161.46706)"
14279,10.1,"(-84.25159, 161.4063)"
14280,5.9,"(-84.25191, 161.41098)"
14281,11.1,"(-84.25034, 161.40574)"
14282,7.4,"(-84.25048, 161.40201)"
14283,3.1,"(-84.24737, 161.37612)"
14284,11.3,"(-84.24892, 161.36982)"
14285,18.9,"(-84.23969, 161.51438)"
14286,18.4,"(-84.28379, 161.32766)"
14287,1.6,"(-84.23877, 161.48428)"
14288,15.1,"(-84.24906, 161.40959)"
14289,13.8,"(-84.25006, 161.39479)"
14290,4.9,"(-84.24955, 161.38592)"
14291,4.2,"(-84.28652, 161.34567)"
14292,8.6,"(-84.25147, 161.38242)"
14293,2.9,"(-84.25341, 161.42077)"
14294,2.5,"(-84.2452, 161.4456)"
14295,7.6,"(-84.25285, 161.39952)"
14296,6.7,"(-84.25203, 161.4034)"
14297,3.9,"(-84.25368, 161.4615)"
14298,8.7,"(-84.25115, 161.37117)"
14299,1.4,"(-84.24515, 161.44419)"
14300,4.1,"(-84.24447, 161.43169)"
14301,0.9,"(-84.24499, 161.45477)"
14302,10.7,"(-84.24433, 161.44455)"
14303,3.1,"(-84.25509, 161.40797)"
14304,6.5,"(-84.28333, 161.08333)"
14305,14.9,"(-84.2536, 161.40318)"
14306,10.6,"(-84.25102, 161.37055)"
15012,4.53,
14307,9.7,"(-84.25137, 161.36952)"
14308,3.4,"(-84.25553, 161.40432)"
14309,3.0,"(-84.25439, 161.3875)"
14310,9.5,"(-84.24623, 161.41018)"
14311,2.7,"(-84.25124, 161.44914)"
14312,10.1,"(-84.24715, 161.41938)"
14313,6.1,"(-84.24958, 161.3836)"
14314,13.7,"(-84.25011, 161.40498)"
14315,3.4,"(-84.251, 161.43876)"
14316,6.5,"(-84.24623, 161.40761)"
14317,5.9,"(-84.25061, 161.40731)"
14318,5.8,"(-84.24885, 161.37186)"
14319,6.0,"(-84.24937, 161.39646)"
14320,3.2,"(-84.24904, 161.46363)"
14321,9.2,"(-84.2466, 161.40761)"
14322,1.4,"(-84.25086, 161.46048)"
14323,6.0,"(-84.24968, 161.40339)"
14324,4.5,"(-84.24617, 161.40878)"
14325,4.3,"(-84.25115, 161.45757)"
14326,6.4,"(-84.25191, 161.43067)"
14327,4.1,"(-84.24748, 161.41356)"
14328,10.0,"(-84.24849, 161.38293)"
14329,11.0,"(-84.24693, 161.407)"
14330,11.8,"(-84.25108, 161.41354)"
14331,2.7,"(-84.25022, 161.40597)"
14332,4.3,"(-84.25049, 161.37013)"
14333,5.4,"(-84.25191, 161.40714)"
14334,5.0,"(-84.25076, 161.41866)"
14335,8.9,"(-84.25231, 161.45413)"
14336,2.8,"(-84.25299, 161.40173)"
14337,8.5,"(-84.25083, 161.41339)"
14338,3.8,"(-84.27332, 161.408)"
14339,10.6,"(-84.28975, 161.33605)"
14340,4.2,"(-84.26985, 161.37707)"
14341,6.2,"(-84.26912, 161.3885)"
14342,4.7,"(-84.26873, 161.40963)"
14343,12.3,"(-84.27367, 161.38798)"
14344,2.7,"(-84.27551, 161.40034)"
14345,7.0,"(-84.26905, 161.42376)"
14346,2.8,"(-84.26959, 161.41655)"
14347,7.0,"(-84.26849, 161.42488)"
14348,1.5,"(-84.26939, 161.3959)"
14349,2.6,"(-84.27043, 161.41802)"
14350,4.3,"(-84.28803, 161.34058)"
14351,8.3,"(-84.26951, 161.36454)"
14352,8.9,"(-84.26735, 161.36541)"
14353,12.1,"(-84.26851, 161.37063)"
14354,14.7,"(-84.26979, 161.37879)"
14355,3.2,"(-84.26961, 161.37881)"
14356,13.0,"(-84.2695, 161.37171)"
14357,5.1,"(-84.26995, 161.37761)"
14358,8.6,"(-84.2675, 161.35395)"
14359,7.5,"(-84.27007, 161.39499)"
14360,2.7,"(-84.27013, 161.42221)"
14361,13.6,"(-84.26835, 161.37585)"
14362,11.7,"(-84.28333, 161.08333)"
14363,2.8,"(-84.25272, 161.45559)"
14364,7.7,"(-84.25149, 161.38879)"
14365,4.9,"(-84.25135, 161.37168)"
14366,6.8,"(-84.25168, 161.40899)"
14367,7.2,"(-84.25343, 161.44329)"
14368,3.2,"(-84.27174, 161.39959)"
14369,10.3,"(-84.27112, 161.42573)"
14370,4.0,"(-84.27689, 161.40813)"
14371,7.7,"(-84.26728, 161.4481)"
14372,18.7,"(-84.27148, 161.40633)"
14373,1.1,"(-84.27271, 161.41314)"
14374,6.8,"(-84.2709, 161.38728)"
14375,3.4,"(-84.27344, 161.41433)"
14376,19.3,"(-84.27231, 161.40262)"
14377,3.1,"(-84.27257, 161.37908)"
14378,8.6,"(-84.2709, 161.4058)"
14379,6.9,"(-84.27483, 161.39407)"
14380,11.6,"(-84.27304, 161.40643)"
14381,15.9,"(-84.29352, 161.32904)"
14382,14.5,"(-84.27464, 161.42617)"
14383,16.9,"(-84.27186, 161.40562)"
14384,20.1,"(-84.27332, 161.40238)"
14385,21.7,"(-84.27082, 161.3694)"
14386,20.1,"(-84.27728, 161.40405)"
14387,1.5,"(-84.27276, 161.41093)"
14388,5.8,"(-84.29084, 161.33845)"
14389,17.1,"(-84.27156, 161.4048)"
14390,9.4,"(-84.27218, 161.37185)"
14391,8.3,"(-84.26449, 161.37011)"
14392,7.2,"(-84.2747, 161.39153)"
14393,5.5,"(-84.27333, 161.37853)"
14394,6.4,"(-84.29526, 161.32207)"
14395,6.6,"(-84.27076, 161.3692)"
15013,0.97,
14396,10.8,"(-84.26703, 161.41912)"
14397,4.0,"(-84.2759, 161.40675)"
14398,5.2,"(-84.27504, 161.39797)"
14399,12.9,"(-84.26649, 161.41164)"
14400,14.5,"(-84.27756, 161.40201)"
14401,2.6,"(-84.27123, 161.41638)"
14402,7.3,"(-84.27188, 161.39979)"
14403,9.3,"(-84.29272, 161.35319)"
14404,6.7,"(-84.27145, 161.36688)"
14405,3.1,"(-84.27659, 161.4107)"
14406,2.8,"(-84.27683, 161.40602)"
14407,18.8,"(-84.2775, 161.40526)"
14408,23.6,"(-84.27484, 161.41767)"
14409,11.5,"(-84.26652, 161.35724)"
14410,6.9,"(-84.27135, 161.41234)"
14411,2.7,"(-84.2724, 161.40549)"
14412,1.3,"(-84.27617, 161.41204)"
14413,1.6,"(-84.2762, 161.4097)"
14414,0.6,"(-84.27177, 161.41129)"
14415,27.2,"(-84.29382, 161.3224)"
14416,7.9,"(-84.27597, 161.40691)"
14417,6.2,"(-84.27864, 161.39564)"
14418,9.0,"(-84.2749, 161.38457)"
14419,10.9,"(-84.28564, 161.32731)"
14420,15.7,"(-84.27731, 161.40681)"
14421,1.8,"(-84.27687, 161.40604)"
14422,6.7,"(-84.2772, 161.40091)"
14423,14.7,"(-84.27213, 161.4123)"
14424,5.2,"(-84.27105, 161.38646)"
14425,22.0,"(-84.27345, 161.40329)"
14426,20.4,"(-84.27222, 161.40483)"
14427,11.5,"(-84.27857, 161.40607)"
14428,15.0,"(-84.27103, 161.36843)"
14429,3.9,"(-84.27651, 161.4115)"
14430,16.2,"(-84.27174, 161.40449)"
14431,11.2,"(-84.27477, 161.39651)"
14432,2.7,"(-84.27139, 161.40438)"
14433,6.0,"(-84.27217, 161.4111)"
14434,7.9,"(-84.27177, 161.40183)"
14435,0.8,"(-84.27807, 161.39748)"
14436,2.3,"(-84.27665, 161.40603)"
14437,13.4,"(-84.27851, 161.40118)"
14438,2.8,"(-84.27674, 161.4087)"
14439,3.9,"(-84.27529, 161.37972)"
14440,9.9,"(-84.272, 161.36517)"
14441,18.3,"(-84.27388, 161.36094)"
14442,9.2,"(-84.23113, 161.48675)"
14443,10.2,"(-84.23712, 161.59466)"
14444,10.1,"(-84.2337, 161.56943)"
14445,12.4,"(-84.2744, 161.36508)"
14446,16.4,"(-84.2769, 161.39563)"
14447,7.1,"(-84.23213, 161.5174)"
14448,8.8,"(-84.27248, 161.3626)"
14449,22.9,"(-84.23055, 161.55964)"
14450,7.6,"(-84.28213, 161.37688)"
14451,22.6,"(-84.27455, 161.35524)"
14452,9.8,"(-84.27517, 161.37684)"
14453,6.0,"(-84.23302, 161.5467)"
14454,7.1,"(-84.28294, 161.37676)"
14455,11.5,"(-84.2764, 161.35768)"
14456,10.9,"(-84.23405, 161.54386)"
14457,7.5,"(-84.2719, 161.36734)"
14458,7.7,"(-84.28552, 161.35956)"
14459,3.4,"(-84.2324, 161.47689)"
14460,3.8,"(-84.25338, 161.51454)"
14461,9.2,"(-84.27821, 161.36118)"
14462,5.5,"(-84.23305, 161.54639)"
14463,7.3,"(-84.2859, 161.3486)"
14464,6.0,"(-84.28093, 161.36788)"
14465,2.9,"(-84.27189, 161.35599)"
14466,10.1,"(-84.23198, 161.5134)"
14467,8.0,"(-84.27165, 161.36125)"
14468,3.2,"(-84.23163, 161.50905)"
14469,12.2,"(-84.27985, 161.35766)"
14470,6.6,"(-84.22997, 161.55373)"
14471,2.7,"(-84.28433, 161.36173)"
14472,8.0,"(-84.23238, 161.55301)"
14473,7.2,"(-84.2872, 161.38448)"
14474,10.2,"(-84.28506, 161.37982)"
14475,3.9,"(-84.23132, 161.47584)"
14476,3.1,"(-84.28434, 161.36339)"
14477,2.9,"(-84.23412, 161.47919)"
14478,27.0,"(-84.27197, 161.35985)"
14479,4.3,"(-84.28738, 161.34227)"
14480,42.7,"(-84.27905, 161.37169)"
14481,6.8,"(-84.2875, 161.34364)"
14482,18.3,"(-84.28433, 161.3873)"
14483,4.3,"(-84.28399, 161.36486)"
14484,3.3,"(-84.23531, 161.51537)"
14485,11.9,"(-84.23364, 161.4898)"
14486,7.1,"(-84.23532, 161.51184)"
14487,13.2,"(-84.28537, 161.38651)"
14488,8.3,"(-84.28049, 161.39261)"
14489,18.7,"(-84.27365, 161.36201)"
14490,7.6,"(-84.23368, 161.46315)"
14491,2.7,"(-84.23507, 161.4876)"
14492,8.6,"(-84.27843, 161.35143)"
14493,28.1,"(-84.28352, 161.32426)"
14494,22.5,"(-84.27997, 161.38005)"
14495,5.0,"(-84.23135, 161.4647)"
14496,5.8,"(-84.27201, 161.41056)"
14497,3.1,"(-84.27045, 161.39259)"
14498,3.6,"(-84.2339, 161.49871)"
14499,18.8,"(-84.28622, 161.37579)"
14500,4.1,"(-84.24585, 161.40139)"
14501,9.0,"(-84.23295, 161.47552)"
14502,4.2,"(-84.23112, 161.46335)"
14503,8.4,"(-84.23403, 161.47591)"
14504,16.3,"(-84.23236, 161.52292)"
14505,11.6,"(-84.23174, 161.54752)"
14506,4.8,"(-84.28011, 161.36336)"
14507,16.4,"(-84.23494, 161.5688)"
14508,3.9,"(-84.27863, 161.37296)"
14509,7.4,"(-84.28735, 161.356)"
14510,14.1,"(-84.2508, 161.36939)"
14511,3.1,"(-84.25065, 161.45922)"
14512,44.3,"(-84.23556, 161.44866)"
14513,39.2,"(-84.24404, 161.43124)"
14514,10.7,"(-84.26988, 161.40123)"
14515,10.1,"(-84.25319, 161.41933)"
14516,6.8,"(-84.25303, 161.40416)"
14517,57.5,"(-84.24466, 161.42542)"
14518,4.0,"(-84.23111, 161.44613)"
14519,9.8,"(-84.24989, 161.42846)"
14520,2.6,"(-84.23741, 161.49372)"
14521,11.9,"(-84.25232, 161.38808)"
14522,2.7,"(-84.24076, 161.44866)"
14523,294.7,"(-84.29139, 161.51972)"
14524,285.9,"(-84.26265, 161.44965)"
14525,226.5,"(-84.27297, 161.72079)"
14526,116.6,"(-84.27411, 161.68011)"
14527,3.5,"(-84.28911, 161.37415)"
14528,80.8,"(-84.38366, 162.0802)"
14529,85.7,"(-84.273, 161.72106)"
15014,1.23,
14530,37.7,"(-84.27399, 161.68038)"
14531,4.0,"(-84.27385, 161.68648)"
14532,29.6,"(-84.27398, 161.68045)"
14533,9.8,"(-84.26502, 161.40554)"
14534,11.1,"(-84.27395, 161.68488)"
14535,2.6,"(-84.27386, 161.68359)"
14536,1.1,"(-84.27385, 161.68323)"
14537,1.0,"(-84.27385, 161.68648)"
14538,19.2,"(-84.2739, 161.68448)"
14539,5.4,"(-84.27378, 161.68879)"
14540,6.8,"(-84.27402, 161.67908)"
14541,20.1,"(-84.27392, 161.68476)"
14542,0.5,"(-84.27372, 161.68479)"
14543,13.1,"(-84.27385, 161.6855)"
14544,7.7,"(-84.27388, 161.68544)"
14545,14.1,"(-84.274, 161.68062)"
14546,7.0,"(-84.27233, 161.41277)"
14547,14.3,"(-84.27398, 161.68286)"
14548,14.2,"(-84.27408, 161.67855)"
14549,15.1,"(-84.27386, 161.68397)"
14550,0.4,"(-84.27386, 161.68437)"
14551,9.0,"(-84.27386, 161.68563)"
14552,6.1,"(-84.27386, 161.68738)"
14553,20.2,"(-84.27392, 161.68763)"
14554,6.2,"(-84.27383, 161.68483)"
14555,3.1,"(-84.27384, 161.68393)"
14556,4.9,"(-84.27386, 161.68359)"
14557,3.9,"(-84.23337, 161.48176)"
14558,10.9,"(-84.27394, 161.68403)"
14559,8.5,"(-84.27386, 161.68357)"
14560,12.5,"(-84.25408, 161.39396)"
14561,37.3,"(-84.27388, 161.68711)"
14562,14.8,"(-84.35811, 161.24509)"
14563,3.6,"(-84.27377, 161.68544)"
14564,2.9,"(-84.27375, 161.68904)"
14565,16.1,"(-84.27388, 161.68468)"
14566,4.1,"(-84.27372, 161.68917)"
14567,5.0,"(-84.27383, 161.68573)"
14568,2.6,"(-84.27394, 161.68329)"
14569,47.7,"(-84.27378, 161.68879)"
14570,8.4,"(-84.27386, 161.68472)"
