id,mass,GeoLocation
4207,198.78,"(-72.0, 26.0)"
4209,247.82,"(-72.0, 26.0)"
4210,192.02,"(-72.0, 26.0)"
4213,178.58,"(-72.0, 26.0)"
4214,22.74,"(-72.0, 26.0)"
4215,12.67,"(-72.0, 26.0)"
4216,72.37,"(-72.0, 26.0)"
4217,129.29,"(-72.0, 26.0)"
4219,16.19,"(-72.0, 26.0)"
4220,29.88,"(-72.0, 26.0)"
4221,27.17,"(-72.0, 26.0)"
4223,16.18,"(-72.0, 26.0)"
4224,21.6,"(-72.0, 26.0)"
4225,119.0,"(-72.0, 26.0)"
4226,232.87,"(-72.0, 26.0)"
4228,13.06,"(-72.0, 26.0)"
4231,10.7,"(-72.0, 26.0)"
4232,11.11,"(-72.0, 26.0)"
4235,470.06,"(-72.0, 26.0)"
4238,16.42,"(-72.0, 26.0)"
4242,51.86,"(-72.0, 26.0)"
4244,1.58,"(-72.0, 26.0)"
4245,42.91,"(-72.0, 26.0)"
4246,15.17,"(-72.0, 26.0)"
4247,57.17,"(-72.0, 26.0)"
4248,1896.48,"(-72.0, 26.0)"
4249,15.45,"(-72.0, 26.0)"
4250,49.11,"(-72.0, 26.0)"
4251,83.7,"(-72.0, 26.0)"
4253,26.19,"(-72.0, 26.0)"
4254,19.93,"(-72.0, 26.0)"
4255,10.44,"(-72.0, 26.0)"
4256,15.81,"(-72.0, 26.0)"
4257,110.16,"(-72.0, 26.0)"
4259,16.88,"(-72.0, 26.0)"
4260,162.48,"(-72.0, 26.0)"
4261,68.93,"(-72.0, 26.0)"
4263,20.14,"(-72.0, 26.0)"
4264,27.34,"(-72.0, 26.0)"
4265,10.35,"(-72.0, 26.0)"
4267,31.78,"(-72.0, 26.0)"
4269,15.17,"(-72.0, 26.0)"
4270,836.87,"(-72.0, 26.0)"
4272,19.83,"(-72.0, 26.0)"
4273,37.22,"(-72.0, 26.0)"
4274,49.69,"(-72.0, 26.0)"
4275,179.96,"(-72.0, 26.0)"
4276,740.76,"(-72.0, 26.0)"
4277,25.46,"(-72.0, 26.0)"
4279,58.26,"(-72.0, 26.0)"
4280,222.64,"(-72.0, 26.0)"
4281,11.92,"(-72.0, 26.0)"
4282,19.27,"(-72.0, 26.0)"
4283,15.29,"(-72.0, 26.0)"
4284,37.49,"(-72.0, 26.0)"
4285,95.59,"(-72.0, 26.0)"
4289,94.42,"(-72.0, 26.0)"
4290,52.63,"(-72.0, 26.0)"
4291,61.64,"(-72.0, 26.0)"
4292,12.68,"(-72.0, 26.0)"
4293,11.32,"(-72.0, 26.0)"
4297,11.98,"(-72.0, 26.0)"
4299,261.64,"(-72.0, 26.0)"
4300,12.94,"(-72.0, 26.0)"
4303,35.74,"(-72.0, 26.0)"
4304,126.59,"(-72.0, 26.0)"
4306,21.25,"(-72.0, 26.0)"
4308,25.46,"(-72.0, 26.0)"
4309,27.52,"(-72.0, 26.0)"
4310,86.84,"(-72.0, 26.0)"
4312,12.68,"(-72.0, 26.0)"
4313,457.53,"(-72.0, 26.0)"
4315,27.89,"(-72.0, 26.0)"
4316,15.79,"(-72.0, 26.0)"
4317,1143.05,"(-72.0, 26.0)"
4318,60.71,"(-72.0, 26.0)"
4319,290.11,"(-72.0, 26.0)"
4320,13.08,"(-72.0, 26.0)"
4321,19.16,"(-72.0, 26.0)"
4322,545.71,"(-72.0, 26.0)"
4323,387.82,"(-72.0, 26.0)"
4324,229.75,"(-72.0, 26.0)"
4325,40.63,"(-72.0, 26.0)"
4326,210.15,"(-72.0, 26.0)"
4327,40.49,"(-72.0, 26.0)"
4328,280.02,"(-72.0, 26.0)"
4330,58.3,"(-72.0, 26.0)"
4331,173.18,"(-72.0, 26.0)"
4332,479.12,"(-72.0, 26.0)"
4333,250.32,"(-72.0, 26.0)"
4335,80.06,"(-72.0, 26.0)"
4336,42.68,"(-72.0, 26.0)"
4337,19.88,"(-72.0, 26.0)"
4338,103.21,"(-72.0, 26.0)"
4339,30.2,"(-72.0, 26.0)"
4340,10.3,"(-72.0, 26.0)"
4341,138.11,"(-72.0, 26.0)"
4343,28.9,"(-72.0, 26.0)"
4345,107.29,"(-72.0, 26.0)"
4346,195.62,"(-72.0, 26.0)"
4347,125.88,"(-72.0, 26.0)"
4348,21.98,"(-72.0, 26.0)"
4349,11.59,"(-72.0, 26.0)"
4351,664.58,"(-72.0, 26.0)"
4352,519.1,"(-72.0, 26.0)"
4353,252.59,"(-72.0, 26.0)"
4354,166.52,"(-72.0, 26.0)"
4355,44.12,"(-72.0, 26.0)"
4356,14.33,"(-72.0, 26.0)"
4357,23.55,"(-72.0, 26.0)"
4358,22.36,"(-72.0, 26.0)"
4360,170.48,"(-72.0, 26.0)"
4361,894.8,"(-72.0, 26.0)"
4362,33.11,"(-72.0, 26.0)"
4363,547.38,"(-72.0, 26.0)"
4364,36.64,"(-72.0, 26.0)"
4366,31.16,"(-72.0, 26.0)"
4369,10.45,"(-72.0, 26.0)"
4370,13.32,"(-72.0, 26.0)"
4371,39.73,"(-72.0, 26.0)"
4372,47.74,"(-72.0, 26.0)"
4373,49.81,"(-72.0, 26.0)"
4374,20.89,"(-72.0, 26.0)"
4375,23.85,"(-72.0, 26.0)"
4376,40.09,"(-72.0, 26.0)"
4377,188.02,"(-72.0, 26.0)"
4378,12.4,"(-72.0, 26.0)"
4379,13.3,"(-72.0, 26.0)"
4380,20.73,"(-72.0, 26.0)"
4382,15.64,"(-72.0, 26.0)"
4386,14.45,"(-72.0, 26.0)"
4389,10.61,"(-72.0, 26.0)"
4392,79.92,"(-72.0, 26.0)"
4394,33.04,"(-72.0, 26.0)"
4395,274.09,"(-72.0, 26.0)"
4396,37.12,"(-72.0, 26.0)"
4397,31.56,"(-72.0, 26.0)"
4400,9.12,"(-72.0, 26.0)"
4401,31.08,"(-72.0, 26.0)"
4403,76.47,"(-72.0, 26.0)"
4404,102.13,"(-72.0, 26.0)"
4405,50.86,"(-72.0, 26.0)"
4406,99.82,"(-72.0, 26.0)"
4407,113.84,"(-72.0, 26.0)"
4408,56.61,"(-72.0, 26.0)"
4411,19.03,"(-72.0, 26.0)"
4414,11.63,"(-72.0, 26.0)"
4415,59.83,"(-72.0, 26.0)"
4416,13.07,"(-72.0, 26.0)"
4418,230.06,"(-72.0, 26.0)"
4419,201.05,"(-72.0, 26.0)"
4420,20.07,"(-72.0, 26.0)"
4421,32.97,"(-72.0, 26.0)"
4422,122.39,"(-72.0, 26.0)"
4423,45.54,"(-72.0, 26.0)"
4426,19.79,"(-72.0, 26.0)"
4427,13.46,"(-72.0, 26.0)"
4428,267.94,"(-72.0, 26.0)"
4429,947.84,"(-72.0, 26.0)"
4432,24.62,"(-72.0, 26.0)"
4433,29.42,"(-72.0, 26.0)"
4434,33.27,"(-72.0, 26.0)"
4435,105.25,"(-72.0, 26.0)"
4436,26.96,"(-72.0, 26.0)"
4437,50.08,"(-72.0, 26.0)"
4438,24.35,"(-72.0, 26.0)"
4439,69.93,"(-72.0, 26.0)"
4440,127.18,"(-72.0, 26.0)"
4442,44.9,"(-72.0, 26.0)"
4443,21.89,"(-72.0, 26.0)"
4444,32.06,"(-72.0, 26.0)"
4446,13.57,"(-72.0, 26.0)"
4447,530.84,"(-72.0, 26.0)"
4448,23.09,"(-72.0, 26.0)"
4449,124.95,"(-72.0, 26.0)"
4451,916.75,"(-72.0, 26.0)"
4452,37.06,"(-72.0, 26.0)"
4453,28.48,"(-72.0, 26.0)"
4454,72.47,"(-72.0, 26.0)"
4455,115.54,"(-72.0, 26.0)"
4456,166.55,"(-72.0, 26.0)"
4457,13.57,"(-72.0, 26.0)"
4458,25.24,"(-72.0, 26.0)"
4459,15.2,"(-72.0, 26.0)"
4460,11.94,"(-72.0, 26.0)"
4461,10.57,"(-72.0, 26.0)"
4462,180.08,"(-72.0, 26.0)"
4463,46.75,"(-72.0, 26.0)"
4464,16.94,"(-72.0, 26.0)"
4466,442.12,"(-72.83333, 24.5)"
4467,42.47,"(-72.0, 26.0)"
4468,14.25,"(-72.0, 26.0)"
4469,81.93,"(-72.0, 26.0)"
4470,32.7,"(-72.0, 26.0)"
4472,11.51,"(-72.0, 26.0)"
4473,30.99,"(-72.0, 26.0)"
4474,53.49,"(-72.0, 26.0)"
4475,17.96,"(-72.0, 26.0)"
4476,608.73,"(-72.0, 26.0)"
4477,524.99,"(-72.0, 26.0)"
4478,1079.28,"(-72.0, 26.0)"
4479,310.0,"(-72.0, 26.0)"
4480,51.95,"(-72.0, 26.0)"
4481,12.22,"(-72.0, 26.0)"
4482,450.61,"(-72.0, 26.0)"
4483,207.67,"(-72.0, 26.0)"
32521,5738.0,
4484,474.75,"(-72.0, 26.0)"
4485,44.43,"(-72.0, 26.0)"
4486,55.24,"(-72.0, 26.0)"
4487,59.03,"(-72.0, 26.0)"
4489,100.53,"(-72.0, 26.0)"
4491,496.56,"(-72.0, 26.0)"
4492,20.69,"(-72.0, 26.0)"
4493,445.32,"(-72.0, 26.0)"
4494,8121.0,"(-72.0, 26.0)"
4495,52.66,"(-72.0, 26.0)"
4496,880.57,"(-72.0, 26.0)"
4498,272.39,"(-72.0, 26.0)"
4499,964.65,"(-72.0, 26.0)"
4500,448.78,"(-72.0, 26.0)"
4501,32.57,"(-72.0, 26.0)"
4502,76.37,"(-72.0, 26.0)"
4503,410.04,"(-72.0, 26.0)"
4504,768.89,"(-72.0, 26.0)"
4505,820.52,"(-72.0, 26.0)"
4506,360.97,"(-72.0, 26.0)"
4507,373.68,"(-72.0, 26.0)"
4509,138.69,"(-72.0, 26.0)"
4510,31.21,"(-72.0, 26.0)"
4511,45.29,"(-72.0, 26.0)"
4512,32.022,"(-72.0, 26.0)"
4513,23.74,"(-72.0, 26.0)"
4514,27.64,"(-72.0, 26.0)"
4515,794.29,"(-72.0, 26.0)"
4516,336.48,"(-72.0, 26.0)"
4517,154.76,"(-72.0, 26.0)"
4518,182.13,"(-72.0, 26.0)"
4519,641.0,"(-72.0, 26.0)"
4520,36.11,"(-72.0, 26.0)"
4521,156.77,"(-72.0, 26.0)"
4522,296.96,"(-72.0, 26.0)"
4523,1688.57,"(-72.0, 26.0)"
4524,58.86,"(-72.0, 26.0)"
4525,108.62,"(-72.0, 26.0)"
4526,156.56,"(-72.0, 26.0)"
4528,649.23,"(-72.0, 26.0)"
4529,761.68,"(-72.0, 26.0)"
4530,456.69,"(-72.0, 26.0)"
4537,32.84,"(-72.0, 26.0)"
4538,520.52,"(-72.0, 26.0)"
4539,97.08,"(-72.0, 26.0)"
4540,224.08,"(-72.0, 26.0)"
32522,5877.0,
4541,3078.02,"(-72.0, 26.0)"
4542,264.83,"(-72.0, 26.0)"
4543,76.86,"(-72.0, 26.0)"
4544,210.06,"(-72.0, 26.0)"
4545,218.3,"(-72.0, 26.0)"
4546,55.57,"(-72.0, 26.0)"
4547,80.36,"(-72.0, 26.0)"
4548,39.62,"(-72.0, 26.0)"
4550,58.87,"(-72.0, 26.0)"
4552,51.53,"(-72.0, 26.0)"
4553,130.71,"(-72.0, 26.0)"
4554,40.76,"(-72.0, 26.0)"
4555,13.23,"(-72.0, 26.0)"
4556,1279.71,"(-72.0, 26.0)"
4558,52.54,"(-72.0, 26.0)"
4559,1024.01,"(-72.0, 26.0)"
4560,35.12,"(-72.0, 26.0)"
4561,14.75,"(-72.0, 26.0)"
4562,118.87,"(-72.0, 26.0)"
4563,171.3,"(-72.0, 26.0)"
4564,1343.04,"(-72.0, 26.0)"
4565,571.61,"(-72.0, 26.0)"
4566,1182.89,"(-72.0, 26.0)"
4567,20.56,"(-72.0, 26.0)"
4568,64.04,"(-72.0, 26.0)"
4569,248.62,"(-72.0, 26.0)"
4570,317.16,"(-72.0, 26.0)"
4571,178.87,"(-72.0, 26.0)"
4572,86.7,"(-72.0, 26.0)"
4573,27.58,"(-72.0, 26.0)"
4574,19.62,"(-72.0, 26.0)"
4575,82.33,"(-72.0, 26.0)"
4576,44.28,"(-72.0, 26.0)"
4577,177.22,"(-72.0, 26.0)"
4578,216.37,"(-72.0, 26.0)"
4579,116.48,"(-72.0, 26.0)"
4580,113.37,"(-72.0, 26.0)"
4581,81.9,"(-72.0, 26.0)"
4582,83.28,"(-72.0, 26.0)"
4583,87.49,"(-72.0, 26.0)"
4584,32.48,"(-72.0, 26.0)"
4585,212.66,"(-72.0, 26.0)"
4586,2569.0,"(-72.0, 26.0)"
4589,72.03,"(-72.0, 26.0)"
4590,19.27,"(-72.0, 26.0)"
4591,32.59,"(-72.0, 26.0)"
4592,51.3,"(-72.0, 26.0)"
4593,148.58,"(-72.0, 26.0)"
4594,40.81,"(-72.0, 26.0)"
4595,137.08,"(-72.0, 26.0)"
4596,2095.0,"(-72.0, 26.0)"
4597,365.95,"(-72.0, 26.0)"
4598,897.06,"(-72.0, 26.0)"
4600,174.58,"(-72.0, 26.0)"
4601,25.74,"(-72.0, 26.0)"
4602,87.58,"(-72.0, 26.0)"
4604,10.23,"(-72.0, 26.0)"
4605,558.594,"(-72.0, 26.0)"
4606,241.66,"(-72.0, 26.0)"
4608,6567.0,"(-72.0, 26.0)"
4609,957.99,"(-72.0, 26.0)"
4610,103.46,"(-72.0, 26.0)"
4611,907.87,"(-72.0, 26.0)"
4612,274.2,"(-72.0, 26.0)"
4613,84.79,"(-72.0, 26.0)"
4614,23.77,"(-72.0, 26.0)"
4615,202.53,"(-72.0, 26.0)"
4616,67.65,"(-72.0, 26.0)"
4617,144.37,"(-72.0, 26.0)"
4618,601.44,"(-72.0, 26.0)"
4620,332.82,"(-72.0, 26.0)"
4622,1625.0,"(-72.0, 26.0)"
4623,62.5,"(-72.0, 26.0)"
4624,111.18,"(-72.0, 26.0)"
4625,69.16,"(-72.0, 26.0)"
4627,306.84,"(-72.0, 26.0)"
4628,832.92,"(-72.0, 26.0)"
4629,31.37,"(-72.0, 26.0)"
4630,55.38,"(-72.0, 26.0)"
4631,42.11,"(-72.0, 26.0)"
4632,100.05,"(-72.0, 26.0)"
4633,170.4,"(-72.0, 26.0)"
4635,84.03,"(-72.0, 26.0)"
4636,11.84,"(-72.0, 26.0)"
4637,59.8,"(-72.0, 26.0)"
4638,190.85,"(-72.0, 26.0)"
4639,19.22,"(-72.0, 26.0)"
4640,153.62,"(-72.0, 26.0)"
4641,58.24,"(-72.0, 26.0)"
4642,41.69,"(-72.0, 26.0)"
4643,92.26,"(-72.0, 26.0)"
4644,69.96,"(-72.0, 26.0)"
32523,7561.9,
4645,486.93,"(-72.0, 26.0)"
4646,104.65,"(-72.0, 26.0)"
4647,71.8,"(-72.0, 26.0)"
4648,32.4,"(-72.0, 26.0)"
4649,264.58,"(-72.0, 26.0)"
4650,92.31,"(-72.0, 26.0)"
4652,66.13,"(-72.0, 26.0)"
4653,79.66,"(-72.0, 26.0)"
4654,64.29,"(-72.0, 26.0)"
4658,528.12,"(-72.0, 26.0)"
4659,141.25,"(-72.0, 26.0)"
4660,23.88,"(-72.0, 26.0)"
4662,11.62,"(-72.0, 26.0)"
4663,28.54,"(-72.0, 26.0)"
4664,40.0,"(-72.0, 26.0)"
4665,26.54,"(-72.0, 26.0)"
4666,49.03,"(-72.0, 26.0)"
4667,154.06,"(-72.0, 26.0)"
4668,30.24,"(-72.0, 26.0)"
4669,89.3,"(-72.0, 26.0)"
4670,24.95,"(-72.0, 26.0)"
4671,58.77,"(-72.0, 26.0)"
4672,26.33,"(-72.0, 26.0)"
4674,10.1,"(-72.0, 26.0)"
4675,62.25,"(-72.0, 26.0)"
4676,263.57,"(-72.0, 26.0)"
4677,26.04,"(-72.0, 26.0)"
4679,307.0,"(-72.0, 26.0)"
4680,33.91,"(-72.0, 26.0)"
4681,393.47,"(-72.0, 26.0)"
4682,18.86,"(-72.0, 26.0)"
4683,957.42,"(-72.0, 26.0)"
4684,38.72,"(-72.0, 26.0)"
4685,3327.0,"(-72.0, 26.0)"
4687,1650.55,"(-72.0, 26.0)"
4688,731.29,"(-72.0, 26.0)"
4689,400.9,"(-72.0, 26.0)"
4690,810.36,"(-72.0, 26.0)"
4691,120.3,"(-72.0, 26.0)"
4692,7.95,"(-72.0, 26.0)"
4693,35.73,"(-72.0, 26.0)"
4694,16.54,"(-72.0, 26.0)"
4695,10147.0,"(-72.0, 26.0)"
4696,89.02,"(-72.0, 26.0)"
4697,171.9,"(-72.0, 26.0)"
4698,38.62,"(-72.0, 26.0)"
4699,123.43,"(-72.0, 26.0)"
4700,1071.19,"(-72.0, 26.0)"
4702,144.89,"(-72.0, 26.0)"
4703,14.87,"(-72.0, 26.0)"
4704,92.7,"(-72.0, 26.0)"
4705,36.46,"(-72.0, 26.0)"
4706,152.48,"(-72.0, 26.0)"
4707,33.47,"(-72.0, 26.0)"
4708,201.75,"(-72.0, 26.0)"
4710,305.31,"(-72.0, 26.0)"
4711,851.63,"(-72.0, 26.0)"
4712,639.33,"(-72.0, 26.0)"
4713,375.5,"(-72.0, 26.0)"
4714,1131.49,"(-72.0, 26.0)"
4715,43.36,"(-72.0, 26.0)"
4716,305.97,"(-72.0, 26.0)"
4717,833.23,"(-72.0, 26.0)"
4718,89.96,"(-72.0, 26.0)"
4719,83.06,"(-72.0, 26.0)"
4720,10.11,"(-72.0, 26.0)"
4721,18.92,"(-72.0, 26.0)"
4722,24.63,"(-72.0, 26.0)"
4723,45.21,"(-72.0, 26.0)"
4724,32.11,"(-72.0, 26.0)"
4725,47.24,"(-72.0, 26.0)"
4726,567.67,"(-72.0, 26.0)"
4727,60.66,"(-72.0, 26.0)"
4728,230.6,"(-72.0, 26.0)"
4729,41.85,"(-72.0, 26.0)"
4730,3547.0,"(-72.0, 26.0)"
4731,256.61,"(-72.0, 26.0)"
4732,1115.45,"(-72.0, 26.0)"
4733,107.44,"(-72.0, 26.0)"
4735,1446.84,"(-72.0, 26.0)"
4737,10.17,"(-72.0, 26.0)"
4738,273.4,"(-72.0, 26.0)"
4739,335.19,"(-72.0, 26.0)"
4740,328.29,"(-72.0, 26.0)"
4742,51.63,"(-72.0, 26.0)"
4743,72.83,"(-72.0, 26.0)"
4744,280.55,"(-72.0, 26.0)"
4745,123.35,"(-72.0, 26.0)"
4746,142.28,"(-72.0, 26.0)"
4747,303.89,"(-72.0, 26.0)"
4748,383.92,"(-72.0, 26.0)"
4749,212.85,"(-72.0, 26.0)"
4750,149.88,"(-72.0, 26.0)"
32524,20425.0,
4751,2504.0,"(-72.0, 26.0)"
4752,27.7,"(-72.0, 26.0)"
4754,58.14,"(-72.0, 26.0)"
4755,90.7,"(-72.0, 26.0)"
4756,15.82,"(-72.0, 26.0)"
4757,492.3,"(-72.0, 26.0)"
4758,250.83,"(-72.0, 26.0)"
4760,83.16,"(-72.0, 26.0)"
4761,136.94,"(-72.0, 26.0)"
4762,63.59,"(-72.0, 26.0)"
4763,869.7,"(-72.0, 26.0)"
4764,213.51,"(-72.0, 26.0)"
4765,40.19,"(-72.0, 26.0)"
4766,274.92,"(-72.0, 26.0)"
4767,2902.0,"(-72.0, 26.0)"
4768,33.52,"(-72.0, 26.0)"
4769,554.12,"(-72.0, 26.0)"
4770,528.4,"(-72.0, 26.0)"
4771,1728.59,"(-72.0, 26.0)"
4772,1171.38,"(-72.0, 26.0)"
4774,100.85,"(-72.0, 26.0)"
4775,104.54,"(-72.0, 26.0)"
4776,15.62,"(-72.0, 26.0)"
4777,303.14,"(-72.0, 26.0)"
4778,264.61,"(-72.0, 26.0)"
4779,65.48,"(-72.0, 26.0)"
4780,16.83,"(-72.0, 26.0)"
4782,296.44,"(-72.0, 26.0)"
4783,251.96,"(-72.0, 26.0)"
4785,269.73,"(-72.0, 26.0)"
4787,14.03,"(-72.0, 26.0)"
4788,28.97,"(-72.0, 26.0)"
4790,89.06,"(-72.0, 26.0)"
4791,48.97,"(-72.0, 26.0)"
4792,569.07,"(-72.0, 26.0)"
4793,151.56,"(-72.0, 26.0)"
4794,101.24,"(-72.0, 26.0)"
4795,107.78,"(-72.0, 26.0)"
4796,213.2,"(-72.0, 26.0)"
4797,11.37,"(-72.0, 26.0)"
4798,19.42,"(-72.0, 26.0)"
4799,12.56,"(-72.0, 26.0)"
4800,189.63,"(-72.0, 26.0)"
4801,73.81,"(-72.0, 26.0)"
4802,1606.34,"(-72.0, 26.0)"
4803,112.89,"(-72.0, 26.0)"
32525,44700.0,
4804,133.64,"(-72.0, 26.0)"
4805,56.75,"(-72.0, 26.0)"
4806,280.77,"(-72.0, 26.0)"
4807,180.9,"(-72.0, 26.0)"
4808,22.19,"(-72.0, 26.0)"
4810,35.62,"(-72.0, 26.0)"
4811,992.45,"(-72.0, 26.0)"
4812,126.01,"(-72.0, 26.0)"
4813,14.31,"(-72.0, 26.0)"
4814,61.9,"(-72.0, 26.0)"
4815,290.34,"(-72.0, 26.0)"
4816,23.58,"(-72.0, 26.0)"
4817,532.11,"(-72.0, 26.0)"
4818,171.03,"(-72.0, 26.0)"
4819,66.21,"(-72.0, 26.0)"
4820,59.27,"(-72.0, 26.0)"
4822,53.98,"(-72.0, 26.0)"
4823,855.61,"(-72.0, 26.0)"
4824,86.06,"(-72.0, 26.0)"
4825,163.8,"(-72.0, 26.0)"
4827,48.61,"(-72.0, 26.0)"
4828,219.62,"(-72.0, 26.0)"
4829,155.59,"(-72.0, 26.0)"
4830,3686.0,"(-72.0, 26.0)"
4831,214.93,"(-72.0, 26.0)"
4832,21.83,"(-72.0, 26.0)"
4834,390.48,"(-72.0, 26.0)"
4837,198.92,"(-72.0, 26.0)"
4838,129.25,"(-72.0, 26.0)"
4839,62.15,"(-72.0, 26.0)"
4840,94.26,"(-72.0, 26.0)"
4862,65.31,"(-72.0, 26.0)"
4863,67.1,"(-72.0, 26.0)"
4864,243.49,"(-72.0, 26.0)"
4867,75.15,"(-72.0, 26.0)"
4876,134.92,"(-72.0, 26.0)"
4879,45.86,"(-72.0, 26.0)"
4881,8270.54,"(-72.0, 26.0)"
4882,12000.0,"(23.98611, 32.62361)"
4886,5500.0,"(31.8, -92.75)"
4890,5622.0,"(37.25, -98.13333)"
4891,2100.0,"(40.51667, -103.26667)"
4892,77.0,"(40.51667, -103.26667)"
56393,560.8,"(34.38063, -114.16705)"
4894,3630.0,"(32.63333, -85.5)"
4897,76000.0,"(38.16667, -79.08333)"
4898,400000.0,"(48.06667, 35.08333)"
4901,1000.0,"(36.33333, -105.05)"
4902,30.2,"(-26.66667, 16.25)"
4909,37850.0,"(-30.85, 122.31667)"
4911,6200.0,"(31.66, -96.97167)"
4912,442.26,"(17.75793, 53.99032)"
4914,256.3,"(-31.61667, 118.03333)"
4915,136000.0,"(36.3, -82.88333)"
4916,6400.0,"(36.3, -82.88333)"
4918,395.0,"(49.32222, 1.36556)"
4919,22000000.0,"(26.2, -107.83333)"
4920,2200.0,"(34.613317, -113.398967)"
4921,48000.0,"(44.31667, 9.98333)"
4923,4120.0,"(38.6, 58.0)"
4924,3200.0,"(41.28333, -77.05)"
4927,2400.0,"(-22.75, 120.83333)"
4929,15.0,"(-37.57083, 143.82533)"
4930,1250.0,"(31.76667, -99.98333)"
4931,42200.0,"(-27.7, 115.76667)"
4932,41000.0,"(-7.53133, -46.04117)"
48651,3354.0,"(19.08833, 99.01389)"
4939,22000.0,"(-23.3, -69.88333)"
4940,9026.0,"(-21.21667, -43.93333)"
4941,860.0,"(45.05778, 9.19556)"
4945,87.0,"(46.1, 12.35)"
4950,12000.0,"(-28.08333, -69.33333)"
4951,200000.0,"(-35.3, 144.56667)"
4952,11100.0,"(30.78333, -103.46667)"
4953,8590.0,"(30.83333, -97.5)"
44704,25.9,"(46.7, 113.28333)"
4955,10400.0,"(34.0, -101.5)"
4958,124.6,"(-80.25, 153.5)"
4959,33.8,"(-80.25, 153.5)"
4960,37.1,"(-80.25, 153.5)"
4961,15.8,"(-80.25, 153.5)"
4962,709.0,"(-80.25, 153.5)"
4963,316.4,"(-80.25, 153.5)"
4964,66.95,"(-80.25, 153.5)"
4965,130.05,"(-80.25, 153.5)"
4966,10.7,"(-80.25, 153.5)"
4967,24.1,"(-80.25, 153.5)"
4968,20.61,"(-80.25, 153.5)"
4969,160.7,"(-80.25, 153.5)"
4970,4301.0,"(-80.25, 153.5)"
32526,3515.8,
4971,1079.0,"(-80.25, 153.5)"
4972,81.8,"(-80.25, 153.5)"
4973,2500.0,"(43.13333, -102.1)"
51586,4620.0,"(55.54867, 35.2995)"
4978,75000.0,"(41.81667, -103.36667)"
4980,80000.0,"(-33.0, -56.0)"
4981,652.0,"(-36.8, 143.55)"
4982,227000.0,"(39.6, -105.3)"
4983,48500.0,"(44.5, -104.2)"
4985,25628.0,"(36.8, -100.53333)"
4987,925.0,"(38.48417, -113.13639)"
4988,39000.0,"(30.83333, -3.33333)"
4989,12000.0,"(30.83333, -3.33333)"
4991,5.8,"(-76.03333, 160.18333)"
4992,104.0,"(-76.03333, 160.18333)"
4994,11620.0,"(38.53333, -100.21667)"
4995,44400.0,"(36.21667, -103.65)"
4996,8.9,"(35.66117, -115.33333)"
4998,3.58,"(-72.58333, 31.25)"
4999,13.66,"(-72.58333, 31.25)"
5000,185.3,"(-72.58333, 31.25)"
5001,1234.0,"(-72.58333, 31.25)"
5002,5.01,"(-72.58333, 31.25)"
5003,33000.0,"(24.9, -105.4)"
5004,78800.0,"(37.31667, -97.25)"
5006,38000.0,"(-28.08333, 24.08333)"
5007,7900.0,"(49.5, -113.0)"
5008,25300.0,"(42.73333, -90.35)"
5010,177.0,"(30.36194, 5.30083)"
5012,,"(25.33333, 83.0)"
5013,,
5014,118000.0,"(-30.75, 117.78333)"
5015,5360000.0,"(-10.11667, -39.2)"
5016,27000.0,"(-37.15, 148.91667)"
5017,16380.0,"(41.0, -97.53333)"
54854,9.72,"(49.76667, 14.63333)"
54855,1.54,"(49.76667, 14.63333)"
5019,18.0,"(30.16667, -5.66667)"
5020,51800.0,"(33.58333, -99.8)"
5022,89000.0,"(43.5, -101.25)"
5025,17000.0,"(53.05, 8.1)"
5027,2250.0,"(46.75, 36.81667)"
54851,9162.0,"(50.43845, -95.52937)"
5030,18.3,"(34.23333, -103.38333)"
5031,56.8,"(34.24667, -103.395)"
5033,67.0,"(39.3, -102.41667)"
30444,45.0,"(45.4633, 55.23497)"
52648,103.4,"(-31.01667, 131.31667)"
54929,13.0,"(-31.03297, 131.28547)"
54930,0.4,"(-31.01964, 131.30394)"
56590,114.5,"(-31.03278, 131.28553)"
50765,91.9,"(33.71333, -113.275)"
5044,19000.0,"(-30.55, 130.96667)"
5046,1000000.0,"(67.3, 160.8)"
5047,24500.0,"(37.06667, -93.55)"
5048,893.0,"(-30.13333, 126.36667)"
5049,5400.0,"(-34.31667, 149.38333)"
5050,10841.0,"(-29.88333, 150.56667)"
55546,9056.0,"(-31.4875, 122.12389)"
5052,11300.0,"(-34.225, 146.38167)"
5053,855.0,"(19.41667, 51.03333)"
5054,7200.0,"(31.66667, 8.41667)"
48983,46.0,"(25.57117, 12.37117)"
48904,627.0,"(31.481, 9.84069)"
48905,331.0,"(31.93833, 10.28403)"
48906,39.0,"(31.49972, 9.87722)"
48907,19.0,"(31.87164, 10.19361)"
48908,17.0,"(31.89689, 10.19572)"
48909,21.0,"(31.89831, 10.19528)"
48910,5.2,"(31.92181, 10.1875)"
48911,200.0,"(31.92644, 10.18961)"
48912,21.0,"(31.92644, 10.18961)"
5057,48250.0,"(51.95, 62.2)"
5058,8600.0,"(38.0, -108.5)"
5061,11000.0,"(38.30667, -99.71)"
5062,1500000.0,"(49.96667, 6.53333)"
5066,800.0,"(35.58333, -82.35)"
32765,152.0,"(40.86717, -119.18352)"
5067,1500.0,"(34.20583, -103.22222)"
5069,67.0,"(40.5, -101.08333)"
5070,1896.4,"(52.77, -106.89667)"
56564,113.7,"(39.91667, -101.2)"
